region,canal,metodo_pago,ticket,dias_entrega,satisfaccion
Sur,Web,Billetera digital,480.62,3.0,5.0
Lima,Web,Billetera digital,392.79,2.0,4.0
Norte,App,Billetera digital,193.08,1.0,4.0
Lima,App,Billetera digital,88.82,3.0,4.0
Lima,Web,Tarjeta,163.7,3.0,4.0
Lima,Web,Billetera digital,159.91,4.0,5.0
Lima,App,Billetera digital,99.17,3.0,4.0
Norte,Web,Contra entrega,81.48,3.0,5.0
Lima,Web,Billetera digital,166.27,2.0,4.0
Norte,App,Tarjeta,79.0,6.0,4.0
Lima,Web,Tarjeta,230.36,2.0,4.0
Sur,Web,Billetera digital,90.59,2.0,4.0
Lima,Web,Tarjeta,85.44,1.0,4.0
Norte,Web,Tarjeta,392.65,5.0,1.0
Lima,App,Billetera digital,401.89,3.0,5.0
Norte,Web,Billetera digital,106.93,3.0,3.0
Lima,Web,Billetera digital,119.64,1.0,4.0
Sur,App,Billetera digital,50.29,5.0,5.0
Lima,Web,Billetera digital,56.7,2.0,5.0
Sur,Web,Billetera digital,190.11,3.0,5.0
Lima,Web,Tarjeta,159.28,3.0,4.0
Lima,Web,Tarjeta,52.5,2.0,5.0
Lima,Web,Billetera digital,93.45,2.0,4.0
Lima,App,Billetera digital,105.59,1.0,5.0
Sur,Web,Tarjeta,195.22,1.0,5.0
Norte,App,Billetera digital,141.26,5.0,4.0
Lima,App,Billetera digital,474.52,1.0,4.0
Sur,App,Billetera digital,108.86,4.0,4.0
Lima,Web,Tarjeta,94.35,2.0,5.0
Centro,Web,Billetera digital,218.27,5.0,5.0
Lima,Web,Tarjeta,60.3,2.0,4.0
Sur,Web,Billetera digital,58.81,8.0,3.0
Norte,App,Tarjeta,50.56,1.0,5.0
Lima,Web,Billetera digital,155.8,1.0,3.0
Sur,App,Tarjeta,377.53,3.0,3.0
Norte,Web,Contra entrega,117.93,3.0,4.0
Sur,App,Billetera digital,107.29,3.0,4.0
Norte,App,Contra entrega,83.08,5.0,3.0
Norte,Web,Contra entrega,173.99,3.0,4.0
Norte,Web,Contra entrega,79.21,2.0,4.0
Lima,App,Billetera digital,147.34,2.0,4.0
Lima,App,Billetera digital,91.04,1.0,5.0
Lima,Web,Tarjeta,133.87,1.0,4.0
Sur,App,Tarjeta,210.07,1.0,5.0
Centro,App,Contra entrega,105.15,3.0,4.0
Lima,App,Contra entrega,55.52,1.0,4.0
Sur,Web,Billetera digital,54.09,5.0,4.0
Lima,Web,Billetera digital,103.35,2.0,5.0
Norte,Web,Tarjeta,222.46,3.0,4.0
Sur,Web,Billetera digital,63.49,3.0,4.0
Norte,Web,Billetera digital,64.12,6.0,4.0
Centro,App,Billetera digital,64.77,3.0,5.0
Lima,Web,Tarjeta,85.6,3.0,3.0
Lima,App,Tarjeta,97.53,2.0,4.0
Centro,Web,Contra entrega,103.46,2.0,4.0
Lima,App,Contra entrega,76.31,2.0,5.0
Centro,Web,Contra entrega,81.39,5.0,4.0
Lima,Web,Tarjeta,63.7,2.0,3.0
Norte,App,Tarjeta,116.16,2.0,5.0
Norte,Web,Contra entrega,64.29,8.0,3.0
Lima,App,Contra entrega,141.86,2.0,5.0
Norte,App,Billetera digital,110.45,2.0,5.0
Lima,Web,Tarjeta,359.66,3.0,4.0
Lima,Web,Tarjeta,87.99,3.0,5.0
Sur,Web,Billetera digital,118.29,2.0,4.0
Lima,App,Billetera digital,519.17,2.0,5.0
Norte,App,Tarjeta,99.63,4.0,5.0
Norte,App,Billetera digital,175.79,2.0,5.0
Centro,App,Billetera digital,207.12,4.0,3.0
Norte,Web,Billetera digital,77.27,1.0,4.0
Lima,Web,Tarjeta,261.54,1.0,4.0
Centro,Web,Billetera digital,125.79,7.0,4.0
Lima,App,Billetera digital,140.18,2.0,4.0
Centro,Web,Contra entrega,142.55,5.0,4.0
Lima,App,Billetera digital,187.91,2.0,4.0
Norte,App,Tarjeta,208.28,5.0,5.0
Norte,App,Billetera digital,201.69,3.0,5.0
Sur,App,Tarjeta,186.37,2.0,5.0
Sur,App,Contra entrega,133.37,3.0,5.0
Lima,Web,Billetera digital,173.75,2.0,4.0
Lima,Web,Billetera digital,34.67,3.0,3.0
Sur,App,Tarjeta,127.48,1.0,5.0
Lima,App,Contra entrega,236.76,2.0,3.0
Lima,Web,Billetera digital,71.7,1.0,4.0
Lima,Web,Tarjeta,118.23,2.0,5.0
Sur,App,Tarjeta,201.77,3.0,
Lima,App,Contra entrega,152.12,2.0,4.0
Lima,App,Billetera digital,113.28,2.0,5.0
Norte,Web,Tarjeta,140.65,3.0,3.0
Centro,Web,Billetera digital,200.94,7.0,4.0
Centro,Web,Billetera digital,187.68,8.0,3.0
Norte,App,Billetera digital,118.0,5.0,5.0
Centro,App,Billetera digital,54.35,3.0,5.0
Lima,App,Contra entrega,155.48,2.0,4.0
Lima,App,Contra entrega,98.58,1.0,4.0
Norte,App,Tarjeta,296.23,3.0,3.0
Lima,App,Tarjeta,272.27,2.0,5.0
Norte,Web,Billetera digital,119.78,4.0,3.0
Oriente,App,Tarjeta,96.72,9.0,3.0
Norte,App,Billetera digital,109.45,2.0,3.0
Lima,Web,Tarjeta,124.45,3.0,4.0
Sur,Web,Billetera digital,121.0,3.0,4.0
Norte,App,Billetera digital,71.37,2.0,4.0
Norte,App,Tarjeta,110.72,2.0,5.0
Sur,App,Tarjeta,564.89,4.0,4.0
Lima,Web,Tarjeta,193.58,1.0,5.0
Lima,App,Billetera digital,135.79,2.0,4.0
Sur,Web,Tarjeta,149.92,4.0,4.0
Lima,Web,Billetera digital,165.29,1.0,5.0
Norte,Web,Tarjeta,61.73,1.0,4.0
Centro,App,Contra entrega,134.46,4.0,3.0
Lima,Web,Contra entrega,234.87,2.0,4.0
Sur,Web,Billetera digital,211.29,3.0,4.0
Sur,App,Billetera digital,169.73,3.0,3.0
Sur,Web,Billetera digital,51.39,3.0,5.0
Lima,Web,Tarjeta,132.17,1.0,3.0
Lima,App,Billetera digital,254.5,1.0,4.0
Lima,Web,Tarjeta,56.31,3.0,5.0
Oriente,App,Billetera digital,153.27,5.0,3.0
Lima,App,Billetera digital,122.05,3.0,4.0
Lima,Web,Billetera digital,324.0,2.0,5.0
Lima,App,Billetera digital,83.36,2.0,5.0
Lima,App,Billetera digital,121.72,1.0,4.0
Lima,App,Tarjeta,81.36,1.0,5.0
Norte,App,Contra entrega,143.26,2.0,4.0
Norte,Web,Tarjeta,206.96,1.0,5.0
Lima,Web,Billetera digital,126.05,2.0,5.0
Lima,App,Tarjeta,92.9,3.0,5.0
Lima,Web,Tarjeta,195.12,1.0,4.0
Norte,Web,Tarjeta,62.74,3.0,3.0
Lima,Web,Billetera digital,154.6,3.0,4.0
Lima,App,Tarjeta,116.04,1.0,4.0
Norte,Web,Billetera digital,59.45,3.0,4.0
Norte,App,Billetera digital,105.76,3.0,5.0
Sur,App,Contra entrega,77.32,14.0,4.0
Norte,App,Billetera digital,172.73,1.0,5.0
Sur,Web,Billetera digital,83.09,3.0,4.0
Sur,Web,Tarjeta,87.4,1.0,4.0
Lima,App,Tarjeta,128.58,3.0,4.0
Lima,Web,Contra entrega,249.1,1.0,3.0
Norte,Web,Contra entrega,233.77,2.0,5.0
Lima,Web,Contra entrega,300.22,4.0,4.0
Lima,Web,Billetera digital,248.31,2.0,5.0
Lima,App,Tarjeta,46.27,2.0,3.0
Sur,App,Billetera digital,149.92,3.0,5.0
Lima,Web,Billetera digital,159.52,1.0,5.0
Lima,Web,Tarjeta,190.69,3.0,4.0
Norte,Web,Billetera digital,100.68,3.0,4.0
Lima,Web,Tarjeta,230.69,2.0,4.0
Lima,App,Billetera digital,57.73,3.0,3.0
Sur,Web,Billetera digital,160.28,2.0,4.0
Norte,App,Tarjeta,160.0,4.0,3.0
Lima,Web,Tarjeta,529.68,1.0,5.0
Lima,App,Tarjeta,217.58,2.0,5.0
Lima,App,Tarjeta,186.28,1.0,5.0
Sur,App,Contra entrega,168.55,3.0,5.0
Lima,Web,Tarjeta,313.23,2.0,5.0
Norte,App,Billetera digital,162.61,2.0,5.0
Lima,Web,Contra entrega,181.11,2.0,5.0
Centro,App,Contra entrega,244.67,3.0,4.0
Lima,Web,Billetera digital,146.39,2.0,5.0
Sur,App,Billetera digital,292.26,5.0,2.0
Sur,App,Tarjeta,129.69,3.0,4.0
Centro,Web,Billetera digital,87.7,4.0,4.0
Lima,Web,Tarjeta,233.07,3.0,3.0
Lima,App,Billetera digital,81.92,3.0,3.0
Centro,Web,Contra entrega,200.94,3.0,5.0
Lima,App,Billetera digital,181.2,1.0,4.0
Lima,Web,Billetera digital,118.63,3.0,4.0
Norte,App,Contra entrega,75.04,2.0,4.0
Lima,Web,Tarjeta,206.72,4.0,5.0
Lima,Web,Billetera digital,91.7,2.0,4.0
Norte,App,Tarjeta,89.89,4.0,3.0
Norte,App,Billetera digital,159.94,5.0,2.0
Sur,App,Tarjeta,241.36,4.0,4.0
Oriente,App,Billetera digital,372.41,2.0,5.0
Centro,Web,Tarjeta,118.84,2.0,5.0
Lima,App,Billetera digital,104.46,3.0,5.0
Sur,Web,Tarjeta,94.26,8.0,2.0
Lima,App,Tarjeta,228.71,2.0,5.0
Norte,Web,Billetera digital,197.04,1.0,4.0
Lima,Web,Contra entrega,428.51,1.0,5.0
Centro,App,Contra entrega,95.4,6.0,1.0
Lima,App,Tarjeta,116.83,1.0,3.0
Lima,App,Tarjeta,91.51,2.0,5.0
Centro,App,Billetera digital,42.0,2.0,5.0
Norte,Web,Contra entrega,160.85,4.0,3.0
Sur,Web,Billetera digital,42.19,4.0,5.0
Centro,Web,Billetera digital,107.49,3.0,3.0
Lima,Web,Billetera digital,366.15,2.0,3.0
Norte,App,Billetera digital,124.0,2.0,5.0
Oriente,Web,Billetera digital,113.89,4.0,4.0
Lima,App,Tarjeta,170.5,1.0,4.0
Norte,App,Contra entrega,106.34,2.0,5.0
Lima,Web,Billetera digital,190.14,2.0,4.0
Norte,Web,Contra entrega,111.16,3.0,5.0
Lima,App,Tarjeta,135.95,4.0,4.0
Lima,Web,Tarjeta,129.53,1.0,4.0
Lima,Web,Contra entrega,100.7,1.0,5.0
Norte,Web,Contra entrega,117.02,2.0,
Lima,App,Tarjeta,246.2,3.0,4.0
Lima,App,Contra entrega,376.78,2.0,4.0
Lima,Web,Tarjeta,2761.38,2.0,4.0
Lima,Web,Tarjeta,36.17,2.0,5.0
Sur,Web,Contra entrega,112.49,3.0,5.0
Centro,Web,Contra entrega,77.86,4.0,5.0
Sur,Web,Billetera digital,269.3,2.0,5.0
Centro,Web,Billetera digital,144.49,2.0,3.0
Lima,Web,Tarjeta,79.34,2.0,4.0
Sur,App,Billetera digital,61.45,6.0,2.0
Oriente,Web,Contra entrega,228.01,7.0,5.0
Oriente,Web,Billetera digital,105.69,4.0,3.0
Lima,App,Tarjeta,267.63,2.0,3.0
Lima,Web,Billetera digital,57.76,2.0,5.0
Lima,Web,Tarjeta,139.03,4.0,3.0
Lima,App,Billetera digital,576.31,4.0,3.0
Oriente,Web,Billetera digital,104.45,5.0,2.0
Lima,Web,Billetera digital,246.1,2.0,3.0
Norte,Web,Contra entrega,92.51,2.0,4.0
Oriente,App,Tarjeta,78.58,4.0,4.0
Oriente,App,Contra entrega,163.68,1.0,5.0
Norte,Web,Tarjeta,148.63,6.0,3.0
Lima,App,Billetera digital,108.54,2.0,5.0
Norte,Web,Billetera digital,84.69,7.0,3.0
Lima,Web,Billetera digital,154.13,1.0,3.0
Lima,Web,Contra entrega,251.47,1.0,5.0
Sur,Web,Contra entrega,114.81,12.0,3.0
Lima,App,Billetera digital,171.05,4.0,3.0
Lima,App,Billetera digital,155.17,1.0,4.0
Oriente,App,Billetera digital,88.89,8.0,4.0
Lima,App,Billetera digital,136.29,1.0,5.0
Sur,Web,Tarjeta,122.54,2.0,5.0
Lima,App,Tarjeta,111.99,2.0,3.0
Norte,Web,Billetera digital,202.83,1.0,4.0
Lima,App,Billetera digital,303.0,1.0,5.0
Norte,Web,Contra entrega,101.58,2.0,5.0
Norte,Web,Tarjeta,76.49,5.0,4.0
Centro,App,Tarjeta,281.66,6.0,4.0
Lima,Web,Billetera digital,107.46,2.0,4.0
Sur,Web,Billetera digital,123.27,6.0,3.0
Norte,Web,Billetera digital,98.1,2.0,3.0
Sur,Web,Tarjeta,192.73,2.0,5.0
Oriente,Web,Tarjeta,53.92,10.0,4.0
Sur,Web,Billetera digital,63.24,4.0,4.0
Norte,Web,Billetera digital,101.85,3.0,4.0
Lima,App,Billetera digital,132.75,1.0,5.0
Norte,Web,Billetera digital,130.55,3.0,4.0
Oriente,Web,Contra entrega,182.85,11.0,3.0
Sur,App,Billetera digital,108.11,4.0,5.0
Lima,App,Billetera digital,110.76,2.0,5.0
Norte,App,Contra entrega,81.2,2.0,5.0
Sur,App,Contra entrega,120.06,1.0,4.0
Sur,App,Billetera digital,125.12,2.0,5.0
Lima,Web,Tarjeta,142.03,1.0,
Lima,App,Billetera digital,168.58,1.0,4.0
Norte,Web,Billetera digital,237.88,4.0,5.0
Oriente,Web,Billetera digital,310.33,2.0,5.0
Lima,App,Tarjeta,323.78,1.0,4.0
Norte,Web,Billetera digital,107.95,2.0,3.0
Oriente,App,Contra entrega,106.56,3.0,4.0
Norte,Web,Billetera digital,377.85,2.0,5.0
Lima,Web,Contra entrega,94.65,1.0,5.0
Lima,Web,Tarjeta,136.29,2.0,4.0
Lima,App,Tarjeta,195.47,3.0,3.0
Centro,App,Tarjeta,140.39,2.0,5.0
Norte,App,Contra entrega,68.44,3.0,3.0
Sur,App,Tarjeta,164.53,3.0,5.0
Lima,Web,Tarjeta,144.55,2.0,5.0
Sur,Web,Billetera digital,73.46,3.0,3.0
Lima,App,Contra entrega,195.1,3.0,5.0
Sur,App,Tarjeta,173.06,1.0,5.0
Lima,Web,Tarjeta,208.58,1.0,4.0
Centro,App,Tarjeta,112.74,2.0,5.0
Sur,Web,Contra entrega,181.75,2.0,4.0
Lima,Web,Contra entrega,392.6,1.0,4.0
Sur,Web,Billetera digital,110.91,2.0,4.0
Lima,Web,Billetera digital,42.16,2.0,5.0
Lima,Web,Tarjeta,104.24,2.0,5.0
Norte,Web,Billetera digital,124.38,2.0,3.0
Lima,App,Tarjeta,155.04,2.0,4.0
Lima,Web,Contra entrega,130.89,1.0,4.0
Lima,App,Tarjeta,73.14,2.0,5.0
Sur,App,Tarjeta,114.77,4.0,4.0
Lima,Web,Tarjeta,113.99,1.0,4.0
Lima,App,Tarjeta,127.12,1.0,5.0
Norte,App,Billetera digital,348.11,4.0,5.0
Lima,Web,Billetera digital,63.37,1.0,5.0
Sur,App,Billetera digital,98.52,3.0,5.0
Lima,App,Tarjeta,110.27,2.0,3.0
Lima,App,Billetera digital,515.31,3.0,5.0
Lima,Web,Tarjeta,86.68,1.0,5.0
Centro,Web,Tarjeta,153.27,4.0,4.0
Sur,App,Tarjeta,71.12,2.0,5.0
Lima,Web,Billetera digital,54.75,2.0,4.0
Centro,App,Billetera digital,210.53,1.0,5.0
Centro,Web,Tarjeta,189.33,4.0,4.0
Lima,Web,Tarjeta,106.77,1.0,5.0
Centro,Web,Tarjeta,48.66,7.0,3.0
Sur,App,Billetera digital,183.87,5.0,
Lima,Web,Tarjeta,226.42,1.0,5.0
Lima,Web,Tarjeta,125.57,1.0,5.0
Sur,Web,Billetera digital,146.79,3.0,5.0
Lima,Web,Tarjeta,133.74,1.0,5.0
Lima,App,Tarjeta,191.03,2.0,5.0
Norte,App,Billetera digital,115.59,2.0,4.0
Lima,App,Tarjeta,145.03,4.0,5.0
Sur,Web,Tarjeta,85.23,4.0,4.0
Lima,App,Tarjeta,158.02,2.0,4.0
Lima,App,Tarjeta,150.32,2.0,5.0
Centro,Web,Contra entrega,162.15,8.0,3.0
Lima,App,Contra entrega,76.27,1.0,5.0
Sur,Web,Billetera digital,54.1,1.0,4.0
Norte,App,Billetera digital,105.69,3.0,5.0
Norte,Web,Tarjeta,251.57,5.0,3.0
Norte,App,Tarjeta,237.28,2.0,5.0
Centro,App,Tarjeta,62.37,5.0,3.0
Centro,Web,Billetera digital,95.74,2.0,4.0
Norte,App,Tarjeta,123.52,2.0,5.0
Centro,Web,Billetera digital,57.53,3.0,4.0
Oriente,App,Billetera digital,133.89,9.0,3.0
Centro,App,Contra entrega,205.57,2.0,4.0
Norte,Web,Tarjeta,95.78,2.0,4.0
Lima,App,Tarjeta,123.58,2.0,4.0
Lima,App,Tarjeta,99.21,3.0,4.0
Lima,App,Billetera digital,95.86,2.0,4.0
Lima,App,Billetera digital,107.5,1.0,5.0
Norte,App,Contra entrega,285.8,6.0,3.0
Lima,Web,Tarjeta,131.08,1.0,2.0
Lima,App,Tarjeta,74.85,2.0,4.0
Lima,Web,Tarjeta,208.75,1.0,5.0
Norte,App,Tarjeta,45.31,2.0,4.0
Lima,Web,Tarjeta,151.3,2.0,3.0
Norte,App,Billetera digital,199.04,2.0,3.0
Lima,App,Contra entrega,150.19,3.0,5.0
Oriente,Web,Billetera digital,254.06,6.0,4.0
Lima,Web,Tarjeta,130.7,3.0,
Lima,Web,Tarjeta,532.92,2.0,5.0
Lima,Web,Tarjeta,210.72,2.0,4.0
Lima,App,Tarjeta,291.01,1.0,5.0
Norte,App,Contra entrega,100.29,10.0,1.0
Lima,App,Tarjeta,285.68,4.0,
Centro,Web,Billetera digital,167.31,1.0,5.0
Lima,App,Tarjeta,195.4,1.0,5.0
Norte,App,Billetera digital,93.44,3.0,3.0
Lima,App,Tarjeta,204.38,1.0,5.0
Lima,App,Billetera digital,171.96,2.0,3.0
Centro,Web,Tarjeta,146.02,4.0,5.0
Lima,App,Billetera digital,185.25,2.0,5.0
Centro,Web,Contra entrega,70.12,7.0,4.0
Norte,App,Billetera digital,178.3,2.0,4.0
Sur,Web,Billetera digital,198.35,5.0,4.0
Lima,Web,Billetera digital,172.65,3.0,4.0
Sur,App,Billetera digital,264.86,4.0,4.0
Norte,Web,Billetera digital,216.57,2.0,3.0
Lima,Web,Tarjeta,141.79,2.0,4.0
Oriente,Web,Tarjeta,187.23,8.0,4.0
Sur,Web,Tarjeta,47.64,2.0,4.0
Centro,Web,Contra entrega,156.43,4.0,2.0
Lima,Web,Billetera digital,107.37,3.0,4.0
Sur,App,Tarjeta,68.61,1.0,5.0
Norte,App,Contra entrega,87.07,1.0,5.0
Lima,Web,Tarjeta,300.22,2.0,5.0
Lima,Web,Tarjeta,234.83,2.0,4.0
Lima,App,Billetera digital,76.47,3.0,4.0
Centro,Web,Contra entrega,137.24,2.0,5.0
Lima,Web,Contra entrega,72.74,2.0,2.0
Lima,Web,Tarjeta,261.85,1.0,5.0
Lima,Web,Billetera digital,153.45,2.0,5.0
Lima,Web,Tarjeta,188.0,2.0,
Lima,Web,Billetera digital,124.72,2.0,4.0
Lima,Web,Billetera digital,89.78,2.0,4.0
Lima,App,Tarjeta,182.53,3.0,5.0
Norte,Web,Contra entrega,153.27,1.0,5.0
Centro,App,Tarjeta,67.93,6.0,4.0
Oriente,App,Contra entrega,36.69,6.0,3.0
Lima,Web,Tarjeta,105.56,2.0,5.0
Norte,Web,Tarjeta,175.79,2.0,4.0
Sur,App,Billetera digital,42.5,3.0,3.0
Lima,Web,Billetera digital,131.24,2.0,4.0
Centro,App,Contra entrega,421.59,7.0,3.0
Oriente,Web,Billetera digital,86.77,6.0,3.0
Lima,Web,Billetera digital,174.37,1.0,5.0
Oriente,App,Billetera digital,68.93,2.0,3.0
Norte,Web,Tarjeta,244.55,3.0,3.0
Lima,Web,Tarjeta,58.44,2.0,4.0
Lima,App,Tarjeta,81.65,2.0,5.0
Sur,Web,Tarjeta,84.89,3.0,5.0
Lima,Web,Billetera digital,151.37,2.0,5.0
Lima,Web,Tarjeta,119.02,2.0,4.0
Sur,App,Tarjeta,226.83,4.0,4.0
Norte,App,Contra entrega,66.92,2.0,5.0
Sur,App,Tarjeta,184.85,4.0,3.0
Lima,Web,Billetera digital,142.78,1.0,4.0
Lima,Web,Tarjeta,266.03,1.0,4.0
Lima,Web,Tarjeta,160.15,2.0,5.0
Centro,Web,Tarjeta,154.41,4.0,3.0
Sur,Web,Billetera digital,138.51,3.0,5.0
Lima,App,Tarjeta,49.61,1.0,3.0
Lima,App,Billetera digital,425.14,2.0,4.0
Lima,Web,Tarjeta,132.09,2.0,4.0
Lima,Web,Billetera digital,185.68,1.0,5.0
Lima,Web,Contra entrega,91.8,2.0,5.0
Norte,App,Billetera digital,88.97,2.0,4.0
Lima,App,Contra entrega,169.57,3.0,4.0
Lima,Web,Billetera digital,96.54,2.0,4.0
Norte,App,Billetera digital,266.83,3.0,3.0
Sur,App,Tarjeta,305.7,3.0,4.0
Sur,Web,Tarjeta,271.37,4.0,5.0
Sur,Web,Tarjeta,167.47,1.0,4.0
Oriente,Web,Contra entrega,125.27,5.0,4.0
Sur,Web,Tarjeta,156.87,3.0,3.0
Lima,App,Billetera digital,75.89,2.0,5.0
Oriente,Web,Billetera digital,201.03,2.0,4.0
Sur,App,Billetera digital,221.9,3.0,5.0
Sur,App,Billetera digital,52.91,2.0,5.0
Centro,App,Contra entrega,81.19,6.0,5.0
Centro,Web,Tarjeta,30.98,5.0,3.0
Lima,Web,Billetera digital,242.27,2.0,4.0
Lima,App,Billetera digital,169.77,2.0,4.0
Sur,App,Tarjeta,264.78,2.0,4.0
Sur,Web,Tarjeta,50.41,1.0,4.0
Lima,App,Tarjeta,59.67,1.0,3.0
Lima,Web,Contra entrega,91.9,1.0,5.0
Lima,App,Tarjeta,132.11,4.0,4.0
Norte,App,Contra entrega,179.91,2.0,4.0
Oriente,Web,Contra entrega,223.25,8.0,2.0
Lima,Web,Tarjeta,122.59,3.0,5.0
Centro,App,Tarjeta,198.21,3.0,
Norte,App,Billetera digital,155.66,7.0,3.0
Lima,Web,Billetera digital,224.7,2.0,4.0
Sur,Web,Billetera digital,152.41,3.0,5.0
Oriente,Web,Contra entrega,86.61,3.0,5.0
Oriente,App,Tarjeta,92.88,6.0,4.0
Sur,App,Billetera digital,207.33,2.0,4.0
Lima,Web,Billetera digital,142.09,2.0,5.0
Oriente,Web,Contra entrega,217.77,6.0,3.0
Sur,Web,Billetera digital,207.62,5.0,5.0
Oriente,Web,Contra entrega,111.97,6.0,3.0
Lima,App,Tarjeta,127.48,3.0,5.0
Sur,App,Contra entrega,183.68,2.0,4.0
Oriente,Web,Contra entrega,105.4,4.0,4.0
Lima,Web,Billetera digital,252.55,1.0,4.0
Norte,App,Contra entrega,179.13,3.0,3.0
Lima,Web,Contra entrega,176.7,2.0,5.0
Lima,App,Tarjeta,102.31,1.0,4.0
Lima,Web,Billetera digital,102.59,3.0,4.0
Norte,Web,Tarjeta,330.34,4.0,4.0
Norte,App,Tarjeta,86.47,3.0,5.0
Norte,App,Billetera digital,128.35,3.0,3.0
Lima,App,Tarjeta,154.27,1.0,3.0
Norte,App,Tarjeta,144.16,2.0,4.0
Lima,App,Billetera digital,183.58,1.0,5.0
Norte,App,Billetera digital,59.1,4.0,4.0
Centro,App,Contra entrega,169.89,6.0,2.0
Lima,App,Contra entrega,118.83,1.0,5.0
Oriente,Web,Contra entrega,135.88,1.0,5.0
Sur,Web,Tarjeta,110.78,4.0,4.0
Centro,App,Billetera digital,113.28,5.0,3.0
Norte,App,Tarjeta,101.55,6.0,3.0
Centro,Web,Tarjeta,121.38,2.0,4.0
Norte,Web,Billetera digital,96.98,2.0,
Lima,App,Contra entrega,56.3,3.0,4.0
Lima,Web,Contra entrega,158.21,5.0,3.0
Centro,Web,Billetera digital,120.95,5.0,5.0
Lima,Web,Billetera digital,262.5,2.0,3.0
Centro,App,Billetera digital,114.4,4.0,3.0
Centro,App,Contra entrega,122.37,3.0,3.0
Sur,Web,Tarjeta,595.47,3.0,3.0
Lima,Web,Tarjeta,132.43,1.0,5.0
Oriente,App,Billetera digital,151.19,1.0,5.0
Norte,Web,Contra entrega,168.46,3.0,5.0
Norte,App,Billetera digital,149.57,2.0,4.0
Sur,Web,Tarjeta,109.34,1.0,3.0
Lima,App,Tarjeta,97.19,2.0,4.0
Norte,App,Billetera digital,130.94,4.0,4.0
Norte,Web,Tarjeta,223.61,3.0,4.0
Lima,Web,Tarjeta,332.05,1.0,4.0
Centro,Web,Tarjeta,141.18,7.0,2.0
Lima,Web,Billetera digital,93.96,3.0,5.0
Lima,App,Billetera digital,85.8,2.0,4.0
Lima,Web,Tarjeta,131.14,1.0,5.0
Oriente,Web,Contra entrega,103.55,3.0,4.0
Lima,Web,Tarjeta,94.76,2.0,4.0
Norte,App,Contra entrega,126.99,4.0,4.0
Lima,App,Billetera digital,221.16,1.0,4.0
Lima,Web,Billetera digital,207.11,1.0,5.0
Sur,Web,Billetera digital,83.14,2.0,5.0
Sur,Web,Contra entrega,87.31,3.0,4.0
Norte,Web,Billetera digital,111.93,3.0,4.0
Oriente,Web,Billetera digital,106.98,9.0,2.0
Sur,Web,Billetera digital,59.49,5.0,4.0
Lima,App,Contra entrega,211.58,1.0,4.0
Norte,App,Tarjeta,126.57,3.0,4.0
Sur,Web,Tarjeta,203.73,5.0,5.0
Lima,Web,Tarjeta,100.1,2.0,4.0
Oriente,App,Contra entrega,137.08,6.0,3.0
Oriente,App,Billetera digital,265.72,11.0,3.0
Norte,Web,Billetera digital,169.92,5.0,4.0
Lima,Web,Billetera digital,139.81,2.0,4.0
Sur,Web,Billetera digital,70.77,4.0,3.0
Norte,App,Billetera digital,265.37,3.0,4.0
Lima,Web,Billetera digital,473.84,2.0,4.0
Norte,App,Billetera digital,120.9,3.0,4.0
Sur,App,Billetera digital,154.2,5.0,4.0
Sur,Web,Tarjeta,262.77,2.0,5.0
Norte,Web,Billetera digital,147.24,5.0,4.0
Lima,App,Tarjeta,208.78,1.0,5.0
Centro,App,Tarjeta,84.36,3.0,3.0
Lima,Web,Billetera digital,256.96,1.0,4.0
Lima,Web,Tarjeta,99.93,1.0,4.0
Sur,Web,Billetera digital,190.71,3.0,3.0
Sur,Web,Tarjeta,46.58,2.0,5.0
Lima,Web,Billetera digital,69.56,1.0,5.0
Sur,Web,Contra entrega,194.06,2.0,4.0
Sur,Web,Tarjeta,139.86,3.0,3.0
Lima,Web,Tarjeta,164.94,1.0,5.0
Lima,Web,Tarjeta,190.19,1.0,3.0
Lima,Web,Tarjeta,152.57,1.0,5.0
Norte,Web,Tarjeta,92.67,5.0,3.0
Lima,Web,Tarjeta,103.61,1.0,5.0
Lima,Web,Billetera digital,117.45,2.0,5.0
Norte,Web,Contra entrega,312.8,2.0,4.0
Lima,App,Tarjeta,211.84,2.0,5.0
Sur,App,Contra entrega,67.37,4.0,3.0
Centro,Web,Billetera digital,192.83,2.0,4.0
Sur,App,Contra entrega,146.29,4.0,3.0
Lima,Web,Billetera digital,161.56,3.0,4.0
Lima,App,Tarjeta,150.09,2.0,3.0
Norte,Web,Contra entrega,188.46,3.0,5.0
Lima,Web,Tarjeta,143.24,1.0,5.0
Norte,App,Billetera digital,138.17,6.0,4.0
Norte,Web,Tarjeta,109.88,2.0,5.0
Norte,Web,Tarjeta,71.85,3.0,4.0
Lima,Web,Billetera digital,180.76,1.0,5.0
Lima,Web,Billetera digital,255.46,2.0,5.0
Lima,App,Billetera digital,295.18,3.0,3.0
Lima,Web,Tarjeta,149.22,1.0,5.0
Sur,Web,Contra entrega,166.53,3.0,3.0
Lima,App,Tarjeta,233.81,2.0,5.0
Lima,Web,Tarjeta,204.82,1.0,3.0
Lima,Web,Billetera digital,69.4,2.0,4.0
Lima,App,Tarjeta,282.47,2.0,5.0
Lima,Web,Contra entrega,98.97,2.0,5.0
Sur,Web,Billetera digital,124.78,5.0,4.0
Norte,Web,Billetera digital,313.39,3.0,
Lima,App,Tarjeta,111.08,2.0,3.0
